"permutation","balanced_accuracy"
328,0.185185185185185
329,0.185185185185185
330,0.333333333333333
331,0.444444444444444
332,0.296296296296296
333,0.333333333333333
334,0.407407407407407
335,0.37037037037037
336,0.222222222222222
337,0.296296296296296
338,0.444444444444444
339,0.481481481481482
340,0.333333333333333
341,0.444444444444444
342,0.333333333333333
343,0.296296296296296
344,0.185185185185185
345,0.185185185185185
346,0.259259259259259
347,0.444444444444444
348,0.222222222222222
349,0.333333333333333
350,0.37037037037037
351,0.259259259259259
352,0.444444444444444
353,0.37037037037037
354,0.259259259259259
355,0.222222222222222
356,0.444444444444444
357,0.37037037037037
358,0.407407407407407
359,0.296296296296296
360,0.296296296296296
361,0.259259259259259
362,0.481481481481481
363,0.333333333333333
364,0.37037037037037
365,0.037037037037037
366,0.481481481481481
367,0.444444444444444
368,0.37037037037037
369,0.407407407407407
370,0.222222222222222
371,0.407407407407407
372,0.259259259259259
373,0.37037037037037
374,0.259259259259259
375,0.518518518518518
376,0.555555555555556
377,0.333333333333333
378,0.407407407407407
379,0.37037037037037
380,0.37037037037037
381,0.259259259259259
382,0.407407407407407
383,0.296296296296296
384,0.148148148148148
385,0.444444444444444
386,0.518518518518518
387,0.259259259259259
388,0.296296296296296
389,0.444444444444444
390,0.222222222222222
391,0.259259259259259
392,0.259259259259259
393,0.37037037037037
394,0.37037037037037
395,0.296296296296296
396,0.407407407407407
397,0.481481481481482
398,0.407407407407407
399,0.333333333333333
400,0.148148148148148
401,0.296296296296296
402,0.296296296296296
403,0.37037037037037
404,0.703703703703704
405,0.185185185185185
406,0.333333333333333
407,0.481481481481481
408,0.444444444444444
409,0.37037037037037
410,0.444444444444444
411,0.481481481481481
412,0.333333333333333
413,0.259259259259259
414,0.407407407407407
415,0.37037037037037
416,0.148148148148148
417,0.222222222222222
418,0.222222222222222
419,0.185185185185185
420,0.444444444444444
421,0.259259259259259
422,0.111111111111111
423,0.222222222222222
424,0.407407407407407
425,0.148148148148148
426,0.296296296296296
427,0.185185185185185
428,0.222222222222222
429,0.296296296296296
430,0.296296296296296
431,0.333333333333333
432,0.333333333333333
433,0.259259259259259
434,0.481481481481481
435,0.259259259259259
436,0.259259259259259
437,0.296296296296296
438,0.333333333333333
439,0.296296296296296
440,0.296296296296296
441,0.0740740740740741
442,0.592592592592593
443,0.259259259259259
444,0.185185185185185
445,0.148148148148148
446,0.296296296296296
447,0.259259259259259
448,0.259259259259259
449,0.222222222222222
450,0.407407407407407
451,0.481481481481481
452,0.185185185185185
453,0.296296296296296
454,0.518518518518518
455,0.222222222222222
456,0.37037037037037
457,0.37037037037037
458,0.296296296296296
459,0.296296296296296
460,0.333333333333333
461,0.407407407407407
462,0.444444444444444
463,0.37037037037037
464,0.333333333333333
465,0.296296296296296
466,0.259259259259259
467,0.148148148148148
468,0.259259259259259
469,0.222222222222222
470,0.481481481481481
471,0.481481481481481
472,0.333333333333333
473,0.481481481481482
474,0.592592592592593
475,0.259259259259259
476,0.407407407407407
477,0.296296296296296
478,0.37037037037037
479,0.333333333333333
480,0.148148148148148
481,0.37037037037037
482,0.259259259259259
483,0.407407407407407
484,0.259259259259259
485,0.481481481481481
486,0.62962962962963
487,0.333333333333333
488,0.481481481481481
489,0.444444444444444
490,0.185185185185185
491,0.333333333333333
492,0.259259259259259
493,0.407407407407407
494,0.296296296296296
495,0.296296296296296
496,0.185185185185185
497,0.296296296296296
498,0.444444444444444
499,0.592592592592593
500,0.481481481481481
501,0.296296296296296
502,0.333333333333333
503,0.481481481481481
504,0.222222222222222
505,0.444444444444444
506,0.37037037037037
507,0.222222222222222
508,0.296296296296296
509,0.333333333333333
510,0.296296296296296
511,0.259259259259259
512,0.259259259259259
513,0.407407407407407
514,0.222222222222222
515,0.296296296296296
516,0.333333333333333
517,0.185185185185185
518,0.111111111111111
519,0.444444444444444
520,0.407407407407407
521,0.296296296296296
522,0.37037037037037
523,0.222222222222222
524,0.37037037037037
525,0.222222222222222
526,0.518518518518518
527,0.148148148148148
528,0.0740740740740741
529,0.296296296296296
530,0.407407407407407
531,0.296296296296296
532,0.185185185185185
533,0.37037037037037
534,0.407407407407407
535,0.518518518518518
536,0.555555555555556
537,0.62962962962963
